873	-543	103	
905	-863	-81	
321	-1135	-189	
-167	-927	-261	
-311	-727	-271	
-479	-559	-271	
-671	-623	-227	
-743	-703	-201	
-871	-823	-121	
-991	-743	5	
-943	-527	117	
-759	-375	197	
-575	-343	237	
-415	-207	257	
-311	-247	265	
-151	-263	259	
41	-311	261	
145	-343	241	
185	-335	243	
177	-343	247	
217	-311	241	
153	-239	239	
73	-295	251	
-79	-679	233	
-383	-1103	107	
-615	-1039	-149	
-335	-687	-267	
145	-415	-287	
409	-279	-267	
521	-255	-243	
553	-223	-237	
473	-239	-249	
401	-295	-263	
313	-327	-271	
81	-511	-289	
-71	-551	-291	
-343	-679	-259	
-575	-647	-233	
-783	-503	-207	
-791	-311	-203	
-775	-119	-187	
-791	-23	-141	
-855	73	-79	
-815	97	-9	
-751	185	33	
-775	169	39	
-839	89	61	
-855	-55	93	
-895	-247	113	
-879	-351	123	
-919	-503	109	
-887	-591	107	
-847	-759	111	
-727	-1023	41	
-767	-1055	-43	
-839	-911	-71	
-951	-727	-91	
-983	-623	-93	
-1007	-567	-111	
-967	-527	-141	
-943	-447	-159	
-887	-431	-173	
-895	-535	-173	
-879	-743	-151	
-887	-879	-95	
-895	-919	-19	
-879	-863	79	
-783	-727	145	
-719	-535	185	
-623	-351	209	
-615	-287	205	
-623	-327	203	
-647	-535	189	
-631	-695	175	
-623	-783	161	
-599	-799	169	
-567	-887	169	
-543	-951	167	
-551	-959	159	
-607	-1039	123	
-727	-1039	101	
-839	-951	77	
-903	-855	59	
-975	-815	1	
-1015	-647	-45	
-1063	-415	-79	
-1023	-367	-77	
-1047	-407	-79	
-1047	-511	-39	
-1063	-599	19	
-991	-679	37	
-959	-807	47	
-863	-967	27	
-751	-1039	57	
-687	-911	129	
-591	-687	209	
-479	-591	229	
-399	-551	231	
-383	-455	227	
-383	-399	229	
-375	-319	229	
-335	-287	229	
-255	-279	237	
-183	-319	243	
-31	-463	253	
97	-647	247	
129	-631	253	
89	-895	241	
169	-975	255	
601	-1031	233	
1289	-695	111	
1209	-287	-15	
1017	33	-15	
825	265	-1	
721	313	5	
801	265	23	
1001	-103	67	
1041	-575	97	
793	-991	99	
401	-1143	147	
105	-1015	195	
-127	-815	233	
-271	-431	245	
-343	-255	231	
-399	-151	225	
-335	-231	237	
-63	-391	255	
345	-655	217	
705	-751	127	
937	-527	93	
977	-191	93	
897	-23	103	
681	-63	183	
369	-255	229	
49	-423	249	
-279	-671	233	
-479	-679	211	
-543	-551	217	
-463	-223	231	
-463	-47	217	
-479	-79	217	
-423	-199	237	
-183	-223	253	
65	-151	241	
297	-143	219	
401	-55	199	
993	-231	25	
977	-111	-23	
865	129	19	
705	273	-69	
809	81	-145	
849	-575	-165	
977	-599	-83	
1025	-463	-37	
1041	-263	-17	
969	-263	-43	
953	-407	-107	
937	-671	-81	
897	-759	-67	
921	-767	-51	
889	-719	-105	
761	-727	-183	
641	-679	-223	
513	-583	-255	
345	-527	-281	
265	-479	-283	
169	-335	-293	
137	-215	-285	
153	-111	-277	
121	-111	-277	
89	-111	-289	
113	-119	-279	
73	-143	-285	
57	-119	-293	
81	-135	-289	
73	-127	-281	
17	-135	-287	
9	-111	-285	
1	-119	-283	
-23	-151	-285	
-15	-135	-285	
-15	-151	-285	
-7	-175	-287	
-7	-207	-291	
-47	-255	-291	
-63	-303	-297	
-143	-335	-293	
-135	-343	-299	
-159	-423	-297	
-207	-423	-297	
-343	-543	-287	
-327	-711	-271	
-135	-1103	-199	
-319	-1183	-155	
-447	-1207	-119	
-703	-1103	-49	
-911	-903	-39	
-1031	-607	-3	
-1007	-255	47	
-879	-23	93	
-639	97	131	
-431	145	153	
-399	145	167	
-559	57	149	
-911	-207	89	
-1023	-551	13	
-855	-911	-77	
-359	-1263	-123	
169	-1295	-85	
513	-1207	-13	
537	-1111	77	
337	-1063	135	
-39	-1039	165	
-551	-951	125	
-791	-855	99	
-887	-679	103	
-879	-415	135	
-647	-111	171	
-535	25	185	
-391	57	209	
-311	33	213	
-407	25	193	
-559	33	157	
-775	33	83	
-927	1	-17	
-951	-119	-99	
-855	-239	-175	
-767	-263	-205	
-687	-287	-227	
-679	-367	-237	
-719	-431	-219	
-879	-511	-181	
-991	-679	-73	
-911	-839	-15	
-735	-1063	-17	
-415	-1239	-95	
153	-1239	-165	
625	-1063	-145	
833	-967	-77	
673	-1055	59	
249	-1127	143	
-143	-1007	189	
-471	-783	199	
-567	-639	203	
-527	-359	223	
-343	9	215	
-279	249	181	
-95	401	181	
-183	193	201	
-511	-23	187	
-863	-207	119	
-1047	-479	1	
-879	-775	-125	
-399	-1015	-209	
369	-943	-225	
777	-815	-149	
865	-903	-51	
593	-1095	75	
153	-1007	181	
-247	-759	213	
-463	-535	219	
-463	-151	213	
-279	105	191	
-215	369	157	
73	465	159	
41	401	163	
-39	329	155	
-279	249	149	
-655	65	121	
-975	-175	29	
-1007	-407	-95	
-831	-599	-191	
-431	-679	-259	
289	-639	-273	
721	-551	-201	
969	-535	-105	
953	-743	1	
761	-991	11	
649	-1063	-35	
425	-1175	-95	
185	-1207	-137	
49	-1271	-107	
-103	-1247	-129	
65	-1263	-143	
169	-1319	-93	
193	-1295	-37	
153	-1335	-3	
9	-1327	-37	
-87	-1335	-73	
9	-1159	-185	
169	-1135	-183	
265	-1103	-193	
265	-911	-235	
241	-743	-271	
265	-575	-275	
185	-463	-283	
105	-327	-287	
-111	-311	-287	
-191	-271	-283	
-271	-207	-275	
-415	-231	-269	
-535	-455	-259	
-375	-599	-279	
-295	-591	-289	
-567	-535	-275	
-831	-335	-237	
-871	-159	-197	
-943	-119	-145	
-1031	-183	-31	
-975	-335	87	
-655	-623	185	
-103	-767	227	
449	-743	193	
889	-711	89	
1041	-479	1	
945	-15	-41	
457	385	-99	
-287	281	-183	
-487	-79	-253	
-415	-471	-277	
-207	-839	-271	
-127	-959	-263	
-271	-991	-277	
-575	-687	-291	
-807	-463	-231	
-983	-343	-129	
-1015	-255	23	
-903	-191	107	
-551	-295	217	
89	-407	247	
705	-463	169	
969	-247	67	
1033	-287	-13	
697	225	-93	
217	361	-155	
-271	265	-191	
-663	-167	-229	
-655	-511	-249	
-367	-783	-269	
-183	-751	-293	
-327	-599	-315	
-407	-551	-365	
-615	-431	-301	
-767	-463	-243	
-983	-487	-139	
-1087	-527	-7	
-935	-431	107	
-519	-255	219	
305	-135	215	
817	-111	117	
961	-79	27	
777	193	-93	
297	329	-147	
-247	233	-205	
-615	-95	-227	
-655	-535	-239	
-447	-695	-259	
-199	-751	-273	
-159	-751	-325	
-183	-631	-343	
-439	-503	-295	
-767	-367	-217	
-991	-175	-89	
-1015	-239	5	
-895	-367	125	
-631	-247	195	
-199	-63	221	
441	105	163	
697	161	77	
809	185	-31	
497	129	-195	
81	105	-243	
-383	9	-243	
-751	-247	-211	
-815	-487	-205	
-639	-791	-225	
-351	-855	-255	
-231	-839	-311	
-223	-679	-351	
-335	-583	-309	
-631	-551	-255	
-895	-535	-173	
-1023	-551	-67	
-991	-639	43	
-839	-535	139	
-479	-279	211	
177	-7	215	
537	161	125	
729	233	-7	
441	249	-179	
-55	209	-213	
-423	41	-231	
-775	-223	-199	
-823	-463	-197	
-679	-775	-205	
-335	-1031	-211	
-183	-1063	-213	
-279	-1071	-197	
-271	-1319	-175	
-71	-1271	-253	
-71	-1095	-267	
-231	-919	-279	
-631	-663	-249	
-895	-567	-165	
-1039	-495	-65	
-983	-375	65	
-687	-351	189	
-199	-359	245	
409	-335	209	
817	-439	127	
1001	-455	-7	
865	-127	-127	
817	-31	-137	
609	193	-125	
249	385	-129	
-119	425	-99	
-543	297	-107	
-863	-119	-159	
-791	-431	-217	
-447	-791	-259	
-159	-863	-279	
-47	-975	-273	
